sequence,repetition,duty_percent,body_bit_index,symbol_index,bit_in_symbol,target_bit,baseline_llr,baseline_bit,sensor_y_llr,sensor_y_bit,payload_bits
28,4,25.0,0,0,0,1,-2.8573932165078,0,-1.524657565420714,0,111001000111101100010011100010
28,4,25.0,1,0,1,1,1.635032965257336,1,0.5603018071142161,1,111001000111101100010011100010
28,4,25.0,2,0,2,1,-0.3783645478940568,0,1.3394988729906325,1,111001000111101100010011100010
28,4,25.0,3,0,3,0,-0.23280967946804487,0,-1.0316082885738946,0,111001000111101100010011100010
28,4,25.0,4,0,4,0,-2.725711387922334,0,-1.3547201560821187,0,111001000111101100010011100010
28,4,25.0,5,1,0,1,0.9786362152015432,1,0.04835417041971085,1,111001000111101100010011100010
28,4,25.0,6,1,1,0,0.7662956054738208,1,0.05775571530236667,1,111001000111101100010011100010
28,4,25.0,7,1,2,0,-1.0763003225588434,0,-1.9900363689609555,0,111001000111101100010011100010
28,4,25.0,8,1,3,0,0.48429594430936407,1,-0.5436365560756153,0,111001000111101100010011100010
28,4,25.0,9,1,4,1,-2.0329844297702957,0,0.29143296054839946,1,111001000111101100010011100010
28,4,25.0,10,2,0,1,1.0118112110598445,1,-0.3937805506986463,0,111001000111101100010011100010
28,4,25.0,11,2,1,1,0.9615320297350303,1,0.418167495031011,1,111001000111101100010011100010
28,4,25.0,12,2,2,1,2.4142670654352276,1,1.3109437916346005,1,111001000111101100010011100010
28,4,25.0,13,2,3,0,1.4773775969122633,1,-0.7766027072040267,0,111001000111101100010011100010
28,4,25.0,14,2,4,1,0.6715596473699317,1,0.6695915238894696,1,111001000111101100010011100010
28,4,25.0,15,3,0,1,0.21819192782126817,1,0.14950709196344647,1,111001000111101100010011100010
28,4,25.0,16,3,1,0,-1.5286217172256342,0,-2.168541116563407,0,111001000111101100010011100010
28,4,25.0,17,3,2,0,-3.1168766850373997,0,-1.2396490388194175,0,111001000111101100010011100010
28,4,25.0,18,3,3,0,-0.22814438098035833,0,-0.6295968929793528,0,111001000111101100010011100010
28,4,25.0,19,3,4,1,2.0153520731356505,1,0.5836678399583359,1,111001000111101100010011100010
28,4,25.0,20,4,0,0,-2.247710760023904,0,-2.2358390179990595,0,111001000111101100010011100010
28,4,25.0,21,4,1,0,0.299188021869603,1,0.07816079834943301,1,111001000111101100010011100010
28,4,25.0,22,4,2,1,1.0950214008056405,1,1.8700498237606569,1,111001000111101100010011100010
28,4,25.0,23,4,3,1,3.52987239570414,1,1.5952272793552882,1,111001000111101100010011100010
28,4,25.0,24,4,4,1,-0.4449904323860929,0,0.8714490403989392,1,111001000111101100010011100010
28,4,25.0,25,5,0,0,0.12960808178083283,1,-0.4559871049852473,0,111001000111101100010011100010
28,4,25.0,26,5,1,0,0.5659773787348792,1,-1.039465172408689,0,111001000111101100010011100010
28,4,25.0,27,5,2,0,-1.5506291398870662,0,-0.863266495244157,0,111001000111101100010011100010
28,4,25.0,28,5,3,1,0.04540365567854737,1,0.5084164966460765,1,111001000111101100010011100010
28,4,25.0,29,5,4,0,-0.42198306610976144,0,0.24056021641965922,1,111001000111101100010011100010
28,4,25.0,30,6,0,1,2.6415597620867564,1,1.2856927612220237,1,111001000111101100010011100010
28,4,25.0,31,6,1,0,0.003588831796489833,1,0.7051522212927432,1,111001000111101100010011100010
28,4,25.0,32,6,2,0,-2.0233635938016015,0,-0.6332064809789023,0,111001000111101100010011100010
28,4,25.0,33,6,3,1,0.5599832568017356,1,0.9009941935192629,1,111001000111101100010011100010
28,4,25.0,34,6,4,1,2.5564706179618186,1,1.1237123311763477,1,111001000111101100010011100010
28,4,25.0,35,7,0,1,-0.16619810241510757,0,0.9721331917233156,1,111001000111101100010011100010
28,4,25.0,36,7,1,1,1.034057765920596,1,1.27486023357459,1,111001000111101100010011100010
28,4,25.0,37,7,2,1,1.1748565668514823,1,0.2966113803848238,1,111001000111101100010011100010
28,4,25.0,38,7,3,0,-2.651826581564753,0,-2.0527162991675287,0,111001000111101100010011100010
28,4,25.0,39,7,4,1,-0.3683476791029541,0,0.1985954835618798,1,111001000111101100010011100010
28,4,25.0,40,8,0,1,0.8387882224402988,1,0.9603141633728578,1,111001000111101100010011100010
28,4,25.0,41,8,1,0,-1.3036216480912208,0,0.5330802362249443,1,111001000111101100010011100010
28,4,25.0,42,8,2,1,-1.2867739342991729,0,-0.08828086505308907,0,111001000111101100010011100010
28,4,25.0,43,8,3,1,2.6822169132942273,1,0.555715067023356,1,111001000111101100010011100010
28,4,25.0,44,8,4,1,-0.08118730997660994,0,0.36789290657381757,1,111001000111101100010011100010
28,4,25.0,45,9,0,0,-0.19759057137120517,0,0.5630370426452359,1,111001000111101100010011100010
28,4,25.0,46,9,1,1,-0.7635492534627375,0,2.216723582931889,1,111001000111101100010011100010
28,4,25.0,47,9,2,0,-0.28688934881599937,0,-0.18298839442796266,0,111001000111101100010011100010
28,4,25.0,48,9,3,1,0.520883402011068,1,0.5863176925699131,1,111001000111101100010011100010
28,4,25.0,49,9,4,0,1.0615943831808454,1,-1.1021897467505113,0,111001000111101100010011100010
28,4,25.0,50,10,0,0,2.192408374492242,1,1.5254783909751946,1,111001000111101100010011100010
28,4,25.0,51,10,1,0,1.45587028066138,1,1.7259359934792067,1,111001000111101100010011100010
28,4,25.0,52,10,2,1,0.8843653686284412,1,0.781224894214087,1,111001000111101100010011100010
