sequence,repetition,duty_percent,body_bit_index,symbol_index,bit_in_symbol,target_bit,baseline_llr,baseline_bit,sensor_y_llr,sensor_y_bit,payload_bits
24,3,100.0,0,0,0,1,9.172472311397133,1,8.118364133060545,1,100001000001010001101010001010
24,3,100.0,1,0,1,0,1.384798791625462,1,-1.427291833671874,0,100001000001010001101010001010
24,3,100.0,2,0,2,0,-20.4866293466775,0,-16.991884217850615,0,100001000001010001101010001010
24,3,100.0,3,0,3,0,-8.545329702744665,0,-10.662488429899469,0,100001000001010001101010001010
24,3,100.0,4,0,4,0,-13.614690975152437,0,-14.589138463201706,0,100001000001010001101010001010
24,3,100.0,5,1,0,1,3.23601435861345,1,2.0971708723980647,1,100001000001010001101010001010
24,3,100.0,6,1,1,0,-11.152678555578689,0,-11.375738774465367,0,100001000001010001101010001010
24,3,100.0,7,1,2,0,-10.262362413649111,0,-9.856375115637507,0,100001000001010001101010001010
24,3,100.0,8,1,3,0,-15.799124755456166,0,-11.581680600544454,0,100001000001010001101010001010
24,3,100.0,9,1,4,0,-9.831990468539527,0,-11.797177026686965,0,100001000001010001101010001010
24,3,100.0,10,2,0,0,-20.994675243269782,0,-20.956851562075983,0,100001000001010001101010001010
24,3,100.0,11,2,1,1,4.113282094951307,1,6.05343101590869,1,100001000001010001101010001010
24,3,100.0,12,2,2,0,-15.03356785880767,0,-13.195398471889835,0,100001000001010001101010001010
24,3,100.0,13,2,3,1,10.669332236664268,1,11.005962972147518,1,100001000001010001101010001010
24,3,100.0,14,2,4,0,-0.3858742951202525,0,-1.7860377826118166,0,100001000001010001101010001010
24,3,100.0,15,3,0,0,-9.75138367856175,0,-9.501619605421668,0,100001000001010001101010001010
24,3,100.0,16,3,1,0,-18.995200578148793,0,-17.894397040268483,0,100001000001010001101010001010
24,3,100.0,17,3,2,1,5.372422824926162,1,2.5437908252274304,1,100001000001010001101010001010
24,3,100.0,18,3,3,1,19.252626841051217,1,14.638573052575046,1,100001000001010001101010001010
24,3,100.0,19,3,4,0,-3.222305236790253,0,-5.5283812105150165,0,100001000001010001101010001010
24,3,100.0,20,4,0,1,15.547523259843215,1,15.190850014157919,1,100001000001010001101010001010
24,3,100.0,21,4,1,0,-13.749408815220322,0,-12.088386730610537,0,100001000001010001101010001010
24,3,100.0,22,4,2,1,15.790195257087493,1,12.270424343530792,1,100001000001010001101010001010
24,3,100.0,23,4,3,0,-1.4782191144177101,0,-1.451048669470044,0,100001000001010001101010001010
24,3,100.0,24,4,4,0,-14.127468154083363,0,-12.172664851542885,0,100001000001010001101010001010
24,3,100.0,25,5,0,0,-18.019302378769552,0,-14.018794732251436,0,100001000001010001101010001010
24,3,100.0,26,5,1,1,3.53398826219585,1,7.928245177529807,1,100001000001010001101010001010
24,3,100.0,27,5,2,0,-9.091204173326524,0,-8.141844265533752,0,100001000001010001101010001010
24,3,100.0,28,5,3,1,1.4441302561928158,1,4.270617870175508,1,100001000001010001101010001010
24,3,100.0,29,5,4,0,-18.835881498160717,0,-14.867032583888413,0,100001000001010001101010001010
24,3,100.0,30,6,0,0,-12.952974018730309,0,-8.822682135874722,0,100001000001010001101010001010
24,3,100.0,31,6,1,1,12.706539590230413,1,9.388388647147373,1,100001000001010001101010001010
24,3,100.0,32,6,2,1,-0.6883116199303387,0,-2.8263683844661815,0,100001000001010001101010001010
24,3,100.0,33,6,3,0,-12.111723880124089,0,-11.537262935649336,0,100001000001010001101010001010
24,3,100.0,34,6,4,0,-10.930807887111603,0,-9.002812690528692,0,100001000001010001101010001010
24,3,100.0,35,7,0,0,-14.138907502735394,0,-12.535994135551102,0,100001000001010001101010001010
24,3,100.0,36,7,1,0,-16.062763669984882,0,-12.103303128388916,0,100001000001010001101010001010
24,3,100.0,37,7,2,0,-18.810228151312707,0,-16.709351576011677,0,100001000001010001101010001010
24,3,100.0,38,7,3,0,-13.597845221173978,0,-12.574926975750795,0,100001000001010001101010001010
24,3,100.0,39,7,4,1,20.069634447709298,1,22.788016852579737,1,100001000001010001101010001010
24,3,100.0,40,8,0,0,7.161000308229967,1,5.398002293123145,1,100001000001010001101010001010
24,3,100.0,41,8,1,1,6.724110170793187,1,3.571184126915962,1,100001000001010001101010001010
24,3,100.0,42,8,2,1,23.849916475698237,1,18.915555524358588,1,100001000001010001101010001010
24,3,100.0,43,8,3,0,-2.909128792168283,0,-2.6988359296948436,0,100001000001010001101010001010
24,3,100.0,44,8,4,0,-15.009554085016958,0,-9.418949102536704,0,100001000001010001101010001010
24,3,100.0,45,9,0,0,-12.8346742583809,0,-10.478070348150492,0,100001000001010001101010001010
24,3,100.0,46,9,1,0,-23.050443261281252,0,-19.294329395743212,0,100001000001010001101010001010
24,3,100.0,47,9,2,0,-8.7582398016287,0,-7.862625121534483,0,100001000001010001101010001010
24,3,100.0,48,9,3,0,-6.896794039270087,0,-7.381869064677447,0,100001000001010001101010001010
24,3,100.0,49,9,4,0,-7.666331199180558,0,-7.673511761729022,0,100001000001010001101010001010
24,3,100.0,50,10,0,1,-6.956270783302331,0,-4.53910161627844,0,100001000001010001101010001010
24,3,100.0,51,10,1,0,-13.887120763017172,0,-12.4236031910743,0,100001000001010001101010001010
24,3,100.0,52,10,2,0,-28.83974647612733,0,-24.22246513468215,0,100001000001010001101010001010
24,3,100.0,53,10,3,0,-5.2195798411433625,0,-5.885899401310898,0,100001000001010001101010001010
24,3,100.0,54,10,4,1,14.66192385928559,1,13.171452446773246,1,100001000001010001101010001010
24,3,100.0,55,11,0,0,-8.050597380329592,0,-9.925664318285897,0,100001000001010001101010001010
24,3,100.0,56,11,1,1,20.361788006184256,1,17.927736140499448,1,100001000001010001101010001010
24,3,100.0,57,11,2,1,7.5441589312228405,1,5.632569359534217,1,100001000001010001101010001010
24,3,100.0,58,11,3,0,-17.40962755929674,0,-15.33827177542784,0,100001000001010001101010001010
24,3,100.0,59,11,4,0,-13.223026093562229,0,-13.027616034981062,0,100001000001010001101010001010
24,3,100.0,60,12,0,1,9.29981443136994,1,8.299140643979609,1,100001000001010001101010001010
24,3,100.0,61,12,1,0,0.5790842174727238,1,-2.0731880610140316,0,100001000001010001101010001010
24,3,100.0,62,12,2,0,-23.268213334063898,0,-19.335859579930283,0,100001000001010001101010001010
24,3,100.0,63,12,3,1,13.134412830924443,1,12.190423676932737,1,100001000001010001101010001010
24,3,100.0,64,12,4,1,21.441725166230867,1,18.309131757970537,1,100001000001010001101010001010
24,3,100.0,65,13,0,0,-13.171348558125892,0,-8.65810968721252,0,100001000001010001101010001010
24,3,100.0,66,13,1,1,-1.2648620740041276,0,-4.28432786413761,0,100001000001010001101010001010
24,3,100.0,67,13,2,0,-8.492596678291854,0,-8.570928581494735,0,100001000001010001101010001010
24,3,100.0,68,13,3,1,14.570463352939354,1,8.926424309663572,1,100001000001010001101010001010
24,3,100.0,69,13,4,1,15.654289261555297,1,14.079322909380334,1,100001000001010001101010001010
24,3,100.0,70,14,0,0,3.4283172311910755,1,6.042160669728066,1,100001000001010001101010001010
24,3,100.0,71,14,1,1,20.608812938060034,1,20.51623629569903,1,100001000001010001101010001010
24,3,100.0,72,14,2,1,24.178602813875056,1,25.30526552716193,1,100001000001010001101010001010
24,3,100.0,73,14,3,1,7.74305180720628,1,6.7916073961407495,1,100001000001010001101010001010
24,3,100.0,74,14,4,1,-4.1910200249216345,0,-3.5061532646992615,0,100001000001010001101010001010
24,3,100.0,75,15,0,0,-24.52434410983195,0,-17.906380712200736,0,100001000001010001101010001010
24,3,100.0,76,15,1,0,-20.247849417419598,0,-17.019446121848965,0,100001000001010001101010001010
24,3,100.0,77,15,2,0,-12.81604599397328,0,-9.870841744800192,0,100001000001010001101010001010
24,3,100.0,78,15,3,1,13.456707141526538,1,10.46679755592137,1,100001000001010001101010001010
24,3,100.0,79,15,4,0,-14.333034987939792,0,-11.579576007283755,0,100001000001010001101010001010
24,3,100.0,80,16,0,1,2.491526323716358,1,4.139629333888979,1,100001000001010001101010001010
24,3,100.0,81,16,1,1,13.860799899860272,1,14.801614279489204,1,100001000001010001101010001010
