t,x,y
5823.480007,852,797
5823.485007,856,757
5823.490007,819,721
5823.495006,834,682
5823.500006,828,648
5823.505007,789,607
5823.510006,796,569
5823.515007,836,523
5823.520007,814,488
5823.525005,799,450
5823.530006,828,404
5823.535005,807,365
5823.540006,770,324
5823.545006,786,279
5823.550007,786,235
5823.555005,762,187
5823.560007,765,145
5823.565006,779,99
5823.570006,758,43
5823.575005,739,10
5823.580005,765,11
5823.585005,757,9
5823.590005,715,11
5823.595006,731,11
5823.600005,760,10
5823.605006,710,12
5823.610006,713,11
5823.615005,764,11
5823.620006,720,12
5823.625005,728,9
5823.630006,756,14
5823.635006,740,9
5823.640007,714,9
5823.645006,737,12
5823.650006,750,9
5823.655006,712,11
5823.660005,715,13
5823.665006,742,12
5823.670007,716,13
5823.675006,704,12
5823.680006,754,9
5823.685006,745,11
5823.690006,717,10
5823.695005,723,11
5823.700006,733,11
5823.705006,719,9
5823.710006,713,10
5823.715007,744,1
5823.720006,730,10
5823.725007,709,15
5823.730006,744,10
5823.735006,736,10
5823.740006,706,11
5823.745006,720,11
5823.750006,746,9
5823.755007,705,8
5823.760007,715,13
5823.765005,744,12
5823.770006,727,2
5823.775006,718,9
5823.780006,737,12
5823.785006,725,12
5823.790007,709,4
5823.795005,726,11
5823.800005,730,12
5823.805007,710,11
5823.810006,707,10
5823.815005,741,14
5823.820007,724,12
5823.825006,706,11
5823.830006,755,5
5823.835007,735,13
5823.840006,705,10
5823.845006,742,6
5823.850006,745,32
5823.855005,701,82
5823.860007,733,129
5823.865006,755,182
5823.870007,732,230
5823.875006,750,273
5823.880006,778,309
5823.885006,777,370
5823.890007,741,418
5823.895006,778,466
5823.900005,785,513
5823.905006,753,560
5823.910006,767,608
5823.915006,815,650
5823.920007,806,694
5823.925006,787,744
5823.930005,828,787
5823.935006,824,832
5823.940006,794,872
5823.945006,803,914
5823.950006,849,951
5823.955006,817,991
5823.960007,816,1032
5823.965007,840,1072
5823.970006,848,1102
5823.975006,825,1136
5823.980005,869,1168
5823.985006,857,1199
5823.990006,830,1227
5823.995006,846,1253
5824.000006,886,1276
5824.005006,861,1302
5824.010006,864,1328
5824.015006,887,1355
5824.020006,863,1379
5824.025006,866,1400
5824.030005,904,1423
5824.035006,888,1445
5824.040006,857,1471
5824.045006,881,1488
5824.050006,921,1512
5824.055006,895,1531
5824.060006,883,1557
5824.065005,913,1573
5824.070007,911,1598
5824.075006,884,1631
5824.080006,938,1648
5824.085006,933,1669
5824.090007,907,1699
5824.095005,933,1722
5824.100005,931,1749
5824.105006,900,1775
5824.110006,908,1796
5824.115005,959,1821
5824.120005,939,1841
5824.125005,911,1864
5824.130005,966,1882
5824.135005,961,1902
5824.140006,929,1917
5824.145006,944,1936
5824.150006,955,1951
5824.155006,929,1952
5824.160006,958,1966
5824.165006,984,1975
5824.170006,965,1977
5824.175007,942,1978
5824.180005,980,1978
5824.185006,963,1977
5824.190005,923,1972
5824.195006,943,1963
5824.200005,966,1940
5824.205006,926,1937
5824.210007,948,1917
5824.215006,966,1901
5824.220006,946,1882
5824.225005,936,1855
5824.230006,967,1833
5824.235006,959,1805
5824.240006,904,1776
5824.245005,926,1742
