sequence,repetition,duty_percent,body_bit_index,symbol_index,bit_in_symbol,target_bit,baseline_llr,baseline_bit,sensor_y_llr,sensor_y_bit,payload_bits
39,5,50.0,0,0,0,1,-0.9213525007382897,0,0.046496491166642784,1,100110101110100100011000100010
39,5,50.0,1,0,1,0,-1.9251096057622838,0,-0.4290271703703845,0,100110101110100100011000100010
39,5,50.0,2,0,2,0,-4.431816031895886,0,-3.398553431751333,0,100110101110100100011000100010
39,5,50.0,3,0,3,1,1.144634573640396,1,2.319878198908601,1,100110101110100100011000100010
39,5,50.0,4,0,4,1,-1.2616400580395912,0,0.16889385941008056,1,100110101110100100011000100010
39,5,50.0,5,1,0,0,-7.2026276389467325,0,-6.228587071112648,0,100110101110100100011000100010
39,5,50.0,6,1,1,1,0.3173984708370694,1,0.25026038644089277,1,100110101110100100011000100010
39,5,50.0,7,1,2,0,-5.273900744248311,0,-3.493794418531161,0,100110101110100100011000100010
39,5,50.0,8,1,3,1,3.5907003550750285,1,3.719739422116952,1,100110101110100100011000100010
39,5,50.0,9,1,4,1,4.232519313047357,1,4.376623188644922,1,100110101110100100011000100010
39,5,50.0,10,2,0,1,0.7480989784542662,1,-0.8199863939258047,0,100110101110100100011000100010
39,5,50.0,11,2,1,0,-0.4709821200931412,0,-0.7332011131509588,0,100110101110100100011000100010
39,5,50.0,12,2,2,1,1.5544418881067137,1,5.503835778037777,1,100110101110100100011000100010
39,5,50.0,13,2,3,0,-3.5020136412055,0,-3.604409980569683,0,100110101110100100011000100010
39,5,50.0,14,2,4,0,-5.618588445062615,0,-4.58552769901493,0,100110101110100100011000100010
39,5,50.0,15,3,0,1,1.2184393989035955,1,-0.12005848131478547,0,100110101110100100011000100010
39,5,50.0,16,3,1,0,-2.6267334641693925,0,-4.888629213648172,0,100110101110100100011000100010
39,5,50.0,17,3,2,0,-4.4989837041372684,0,-4.49302142236938,0,100110101110100100011000100010
39,5,50.0,18,3,3,0,0.5620949385076396,1,0.1961263677730608,1,100110101110100100011000100010
39,5,50.0,19,3,4,1,2.6516316741782924,1,2.1191156857278313,1,100110101110100100011000100010
39,5,50.0,20,4,0,1,2.7052754672135273,1,1.942345454952297,1,100110101110100100011000100010
39,5,50.0,21,4,1,0,-4.049600517917838,0,-4.8987639027065555,0,100110101110100100011000100010
39,5,50.0,22,4,2,0,0.6996015450878916,1,0.27793719402136263,1,100110101110100100011000100010
39,5,50.0,23,4,3,0,1.4042094347194545,1,0.20330266941477426,1,100110101110100100011000100010
39,5,50.0,24,4,4,1,6.077674252070749,1,3.527908706718294,1,100110101110100100011000100010
39,5,50.0,25,5,0,0,-10.825086666091575,0,-6.80607838460383,0,100110101110100100011000100010
39,5,50.0,26,5,1,0,-11.890015981256816,0,-8.183389855611273,0,100110101110100100011000100010
39,5,50.0,27,5,2,0,-4.6606577872324975,0,-3.5472729803722025,0,100110101110100100011000100010
39,5,50.0,28,5,3,1,1.56961981943064,1,0.25385789175154283,1,100110101110100100011000100010
39,5,50.0,29,5,4,0,-11.832105214415552,0,-11.150430117153405,0,100110101110100100011000100010
39,5,50.0,30,6,0,1,0.6492929509989533,1,0.777152828784112,1,100110101110100100011000100010
39,5,50.0,31,6,1,1,2.8546719486009176,1,1.995226748182953,1,100110101110100100011000100010
39,5,50.0,32,6,2,0,-5.917080786472258,0,-2.986690965986058,0,100110101110100100011000100010
39,5,50.0,33,6,3,1,2.698710938025524,1,3.793495907508666,1,100110101110100100011000100010
39,5,50.0,34,6,4,0,0.4340813451357548,1,2.8311641189821586,1,100110101110100100011000100010
39,5,50.0,35,7,0,1,1.2551737712947584,1,0.23954006886690388,1,100110101110100100011000100010
39,5,50.0,36,7,1,1,5.174926496300474,1,4.654391935620179,1,100110101110100100011000100010
39,5,50.0,37,7,2,0,-2.331671176150736,0,-1.3596596979142546,0,100110101110100100011000100010
39,5,50.0,38,7,3,1,2.718809953544194,1,3.592340791401153,1,100110101110100100011000100010
39,5,50.0,39,7,4,0,3.3210428193881114,1,0.6243425469399804,1,100110101110100100011000100010
39,5,50.0,40,8,0,0,2.068854084729793,1,0.15814215816410987,1,100110101110100100011000100010
39,5,50.0,41,8,1,1,5.489718333013748,1,3.1296858712029842,1,100110101110100100011000100010
39,5,50.0,42,8,2,1,7.569901259794568,1,7.363804627820449,1,100110101110100100011000100010
39,5,50.0,43,8,3,1,2.600764232933049,1,3.404799048013879,1,100110101110100100011000100010
39,5,50.0,44,8,4,0,-4.406764922204536,0,-4.414700872905464,0,100110101110100100011000100010
39,5,50.0,45,9,0,0,-3.331020446501748,0,-4.106063700770639,0,100110101110100100011000100010
39,5,50.0,46,9,1,0,-4.421800023632982,0,-3.2888703411308464,0,100110101110100100011000100010
39,5,50.0,47,9,2,0,6.446039461944469,1,3.346702265959536,1,100110101110100100011000100010
39,5,50.0,48,9,3,0,-1.78781644706124,0,-2.0032166925710357,0,100110101110100100011000100010
39,5,50.0,49,9,4,1,4.42502343117005,1,4.1687319798121285,1,100110101110100100011000100010
39,5,50.0,50,10,0,0,1.503969908014287,1,1.9622897188485728,1,100110101110100100011000100010
39,5,50.0,51,10,1,0,-3.285711233127428,0,-4.314674169652792,0,100110101110100100011000100010
39,5,50.0,52,10,2,0,-0.06438412652435588,0,-0.06162248880080501,0,100110101110100100011000100010
39,5,50.0,53,10,3,0,1.3343066890304809,1,0.5159667098824665,1,100110101110100100011000100010
39,5,50.0,54,10,4,0,-0.37491755579418373,0,-0.19593013451750885,0,100110101110100100011000100010
39,5,50.0,55,11,0,1,4.444114685377203,1,3.835175978431216,1,100110101110100100011000100010
39,5,50.0,56,11,1,1,3.7361986880955547,1,2.3977277748010657,1,100110101110100100011000100010
39,5,50.0,57,11,2,1,2.5106617786883048,1,4.496954705280281,1,100110101110100100011000100010
39,5,50.0,58,11,3,1,3.7356298709791877,1,5.0039309661647176,1,100110101110100100011000100010
39,5,50.0,59,11,4,1,3.5718954055225005,1,4.185234220546664,1,100110101110100100011000100010
39,5,50.0,60,12,0,1,1.0384709162806196,1,3.1682805156100136,1,100110101110100100011000100010
39,5,50.0,61,12,1,0,-0.767279371816405,0,0.7118225141135999,1,100110101110100100011000100010
39,5,50.0,62,12,2,0,-0.9463354405082776,0,-2.151253492881702,0,100110101110100100011000100010
39,5,50.0,63,12,3,1,1.7499006051145345,1,2.698643004866999,1,100110101110100100011000100010
39,5,50.0,64,12,4,0,-3.827407713802102,0,-3.716480120892192,0,100110101110100100011000100010
39,5,50.0,65,13,0,1,-0.3242905474529917,0,0.0639748716376145,1,100110101110100100011000100010
39,5,50.0,66,13,1,0,3.711662313667854,1,4.691044113667761,1,100110101110100100011000100010
39,5,50.0,67,13,2,0,3.1179154586788327,1,3.1139900831087006,1,100110101110100100011000100010
39,5,50.0,68,13,3,1,2.1429362897120887,1,0.49373384547648014,1,100110101110100100011000100010
39,5,50.0,69,13,4,1,0.7483830294781035,1,-0.06521898714064345,0,100110101110100100011000100010
39,5,50.0,70,14,0,0,2.4835524656854044,1,1.4795424388047738,1,100110101110100100011000100010
39,5,50.0,71,14,1,0,0.5055003875817871,1,1.7290882444595357,1,100110101110100100011000100010
39,5,50.0,72,14,2,0,0.06039391750815737,1,-0.7810367528020414,0,100110101110100100011000100010
39,5,50.0,73,14,3,1,5.0290263676272176,1,4.127730282016701,1,100110101110100100011000100010
39,5,50.0,74,14,4,1,3.605941361017178,1,4.043899891521477,1,100110101110100100011000100010
39,5,50.0,75,15,0,0,-5.132155084442324,0,-5.223426649293586,0,100110101110100100011000100010
39,5,50.0,76,15,1,1,6.8613413310425,1,8.555349439535059,1,100110101110100100011000100010
39,5,50.0,77,15,2,0,1.2320551785333391,1,0.8398854682421257,1,100110101110100100011000100010
39,5,50.0,78,15,3,0,2.4181272016890585,1,2.8019301625196738,1,100110101110100100011000100010
