sequence,repetition,duty_percent,body_bit_index,symbol_index,bit_in_symbol,target_bit,baseline_llr,baseline_bit,sensor_y_llr,sensor_y_bit,payload_bits
3,1,45.0,0,0,0,0,0.5843728851916652,1,0.4321617114463473,1,001110011010001100001001111101
3,1,45.0,1,0,1,0,-2.6704169784437655,0,-2.6173881921460262,0,001110011010001100001001111101
3,1,45.0,2,0,2,1,3.885624533967786,1,3.652587937614548,1,001110011010001100001001111101
3,1,45.0,3,0,3,1,2.227258818402989,1,2.227672807890241,1,001110011010001100001001111101
3,1,45.0,4,0,4,1,-0.742566804478614,0,-0.7058503554536195,0,001110011010001100001001111101
3,1,45.0,5,1,0,0,-0.14928177376157314,0,-0.14927409049618912,0,001110011010001100001001111101
3,1,45.0,6,1,1,0,-1.4230396856356653,0,-1.4375684073677522,0,001110011010001100001001111101
3,1,45.0,7,1,2,1,0.7043467380646522,1,0.7497490211664819,1,001110011010001100001001111101
3,1,45.0,8,1,3,1,-0.8268610184004153,0,-0.8201836742549584,0,001110011010001100001001111101
3,1,45.0,9,1,4,0,0.5687229983785678,1,0.6538925314014239,1,001110011010001100001001111101
3,1,45.0,10,2,0,1,3.2361605747894933,1,3.1608806497252386,1,001110011010001100001001111101
3,1,45.0,11,2,1,0,-0.7054594852733638,0,-0.7585503869144634,0,001110011010001100001001111101
3,1,45.0,12,2,2,0,-3.348717919482217,0,-3.337209303690112,0,001110011010001100001001111101
3,1,45.0,13,2,3,0,-1.439376395568776,0,-1.4110422189899854,0,001110011010001100001001111101
3,1,45.0,14,2,4,1,3.579083432736251,1,3.614104101939768,1,001110011010001100001001111101
3,1,45.0,15,3,0,1,4.76415148474903,1,4.680459615344681,1,001110011010001100001001111101
3,1,45.0,16,3,1,0,-1.6203964143457077,0,-1.7207040316723035,0,001110011010001100001001111101
3,1,45.0,17,3,2,0,-4.893970322124593,0,-4.779304037202463,0,001110011010001100001001111101
3,1,45.0,18,3,3,0,-3.6098133219905426,0,-3.364249710008845,0,001110011010001100001001111101
3,1,45.0,19,3,4,0,-5.437151350230373,0,-5.338934355705521,0,001110011010001100001001111101
3,1,45.0,20,4,0,1,-0.2993483500669074,0,-0.2961832030901566,0,001110011010001100001001111101
3,1,45.0,21,4,1,0,0.7055108740900813,1,0.5781800344848456,1,001110011010001100001001111101
3,1,45.0,22,4,2,0,-0.6251505826174508,0,-0.4823793310953739,0,001110011010001100001001111101
3,1,45.0,23,4,3,1,2.159500973841719,1,2.1821274776790256,1,001110011010001100001001111101
3,1,45.0,24,4,4,1,2.150928981158181,1,2.2368132013723505,1,001110011010001100001001111101
3,1,45.0,25,5,0,1,1.7698276468967895,1,1.7345925395621218,1,001110011010001100001001111101
3,1,45.0,26,5,1,1,-2.218103712835544,0,-2.2616910419031866,0,001110011010001100001001111101
3,1,45.0,27,5,2,1,-0.1727379716833992,0,0.10010342314983045,1,001110011010001100001001111101
3,1,45.0,28,5,3,0,-3.630301942771244,0,-3.570874789919147,0,001110011010001100001001111101
3,1,45.0,29,5,4,1,3.9837481387060896,1,4.1111180651367345,1,001110011010001100001001111101
3,1,45.0,30,6,0,1,3.883290803353521,1,3.800791858780112,1,001110011010001100001001111101
3,1,45.0,31,6,1,1,1.5544687316440158,1,1.6600330160538321,1,001110011010001100001001111101
3,1,45.0,32,6,2,0,-0.5238451396002053,0,-0.548979212528624,0,001110011010001100001001111101
3,1,45.0,33,6,3,0,-1.416255257816264,0,-1.575684910359469,0,001110011010001100001001111101
3,1,45.0,34,6,4,1,1.5366110969156932,1,1.5766467821415833,1,001110011010001100001001111101
3,1,45.0,35,7,0,0,-1.6326944774927032,0,-1.5166123855670373,0,001110011010001100001001111101
3,1,45.0,36,7,1,1,5.772345680950513,1,5.701080320154011,1,001110011010001100001001111101
3,1,45.0,37,7,2,0,-3.665008278035579,0,-3.455868644491074,0,001110011010001100001001111101
3,1,45.0,38,7,3,0,-2.821275508475424,0,-2.8223500953180163,0,001110011010001100001001111101
3,1,45.0,39,7,4,1,0.0409295508284373,1,0.04251576126599632,1,001110011010001100001001111101
3,1,45.0,40,8,0,1,0.7703392326441022,1,0.6617373011379064,1,001110011010001100001001111101
3,1,45.0,41,8,1,0,-1.4240708073284951,0,-1.2267929434419724,0,001110011010001100001001111101
3,1,45.0,42,8,2,1,1.3180148204884095,1,1.2519919663110768,1,001110011010001100001001111101
3,1,45.0,43,8,3,0,-3.362208535206234,0,-3.3291386851102334,0,001110011010001100001001111101
3,1,45.0,44,8,4,0,-4.028591896277916,0,-4.014898687735985,0,001110011010001100001001111101
3,1,45.0,45,9,0,0,-0.5141663454301089,0,-0.6487297562402645,0,001110011010001100001001111101
3,1,45.0,46,9,1,0,-0.263378684488795,0,-0.32422659815083427,0,001110011010001100001001111101
3,1,45.0,47,9,2,0,-1.6137405430800709,0,-1.529977600498037,0,001110011010001100001001111101
3,1,45.0,48,9,3,1,2.4590609533804546,1,2.217209693943087,1,001110011010001100001001111101
3,1,45.0,49,9,4,0,0.5156278174813137,1,0.5230150136629452,1,001110011010001100001001111101
3,1,45.0,50,10,0,1,4.505108210574891,1,4.437003540961598,1,001110011010001100001001111101
3,1,45.0,51,10,1,0,-0.5364811035875521,0,-0.8000300905786624,0,001110011010001100001001111101
3,1,45.0,52,10,2,1,0.6161707589231005,1,0.6390842217363106,1,001110011010001100001001111101
3,1,45.0,53,10,3,1,0.7703601001029636,1,0.6355306101314646,1,001110011010001100001001111101
3,1,45.0,54,10,4,1,2.113148829241798,1,2.2198582936426714,1,001110011010001100001001111101
3,1,45.0,55,11,0,1,0.8926974508041816,1,0.8953035170564949,1,001110011010001100001001111101
3,1,45.0,56,11,1,0,-2.404824914781576,0,-2.4833316635634324,0,001110011010001100001001111101
3,1,45.0,57,11,2,0,-3.7830474944141397,0,-3.7572756717535536,0,001110011010001100001001111101
3,1,45.0,58,11,3,1,0.9481002413079057,1,0.9509113458356944,1,001110011010001100001001111101
3,1,45.0,59,11,4,1,-0.4639178875646789,0,-0.5828367043674427,0,001110011010001100001001111101
3,1,45.0,60,12,0,0,1.4514321266642762,1,1.3270855224573286,1,001110011010001100001001111101
3,1,45.0,61,12,1,0,-1.2848228097179102,0,-1.3950652949040736,0,001110011010001100001001111101
3,1,45.0,62,12,2,0,0.878912941736242,1,0.927661495703574,1,001110011010001100001001111101
3,1,45.0,63,12,3,0,-2.246852022388921,0,-2.2946282005323333,0,001110011010001100001001111101
3,1,45.0,64,12,4,0,-0.5200119278698532,0,-0.5970220703302751,0,001110011010001100001001111101
3,1,45.0,65,13,0,1,1.8610226815216664,1,1.7942574587735987,1,001110011010001100001001111101
3,1,45.0,66,13,1,0,-2.4436780609242157,0,-2.453762838175648,0,001110011010001100001001111101
3,1,45.0,67,13,2,0,-5.47239941812788,0,-5.2443766813186645,0,001110011010001100001001111101
3,1,45.0,68,13,3,0,-1.624839721053259,0,-1.6653940374079041,0,001110011010001100001001111101
3,1,45.0,69,13,4,1,-1.0931861983773337,0,-0.9742763445376819,0,001110011010001100001001111101
3,1,45.0,70,14,0,0,-3.1249499217381738,0,-3.150646394737001,0,001110011010001100001001111101
3,1,45.0,71,14,1,1,1.51524402697535,1,1.4796523712021101,1,001110011010001100001001111101
3,1,45.0,72,14,2,0,-2.6494390551556557,0,-2.5827019077677944,0,001110011010001100001001111101
3,1,45.0,73,14,3,1,-0.48229086677071303,0,-0.3762999399594457,0,001110011010001100001001111101
3,1,45.0,74,14,4,0,-0.08967201683453918,0,0.10876331509806725,1,001110011010001100001001111101
3,1,45.0,75,15,0,1,4.193150901920093,1,4.085213793593641,1,001110011010001100001001111101
3,1,45.0,76,15,1,0,-1.124118383845072,0,-1.2545150314429807,0,001110011010001100001001111101
3,1,45.0,77,15,2,0,-2.861926921804539,0,-2.95964316993121,0,001110011010001100001001111101
3,1,45.0,78,15,3,1,0.39545759570156536,1,0.1953112348355166,1,001110011010001100001001111101
3,1,45.0,79,15,4,1,-1.3619807374458321,0,-1.340865319061913,0,001110011010001100001001111101
3,1,45.0,80,16,0,1,3.9951008240894335,1,4.002763513253658,1,001110011010001100001001111101
3,1,45.0,81,16,1,0,-0.24631060319795162,0,-0.21264811384079074,0,001110011010001100001001111101
3,1,45.0,82,16,2,1,0.4550033254378065,1,0.4065256855667613,1,001110011010001100001001111101
3,1,45.0,83,16,3,1,5.151486781978045,1,5.090044549345384,1,001110011010001100001001111101
3,1,45.0,84,16,4,1,3.5102755604981595,1,3.2785919788678908,1,001110011010001100001001111101
3,1,45.0,85,17,0,1,1.5046403073464927,1,1.4341379272100425,1,001110011010001100001001111101
3,1,45.0,86,17,1,0,-1.5451474722504355,0,-1.4688700697497803,0,001110011010001100001001111101
3,1,45.0,87,17,2,0,-1.7225737417281604,0,-1.5334636627575553,0,001110011010001100001001111101
3,1,45.0,88,17,3,0,2.9160842226789097,1,3.038044394274258,1,001110011010001100001001111101
3,1,45.0,89,17,4,1,3.95375535911325,1,3.852333242440431,1,001110011010001100001001111101
