sequence,repetition,duty_percent,body_bit_index,symbol_index,bit_in_symbol,target_bit,baseline_llr,baseline_bit,sensor_y_llr,sensor_y_bit,payload_bits
18,2,50.0,0,0,0,0,3.357737239336828,1,1.6995301199667285,1,001111110011110100101001011110
18,2,50.0,1,0,1,0,-1.440476073199486,0,-0.48579868409682736,0,001111110011110100101001011110
18,2,50.0,2,0,2,1,-0.828951769770812,0,0.6903237718856485,1,001111110011110100101001011110
18,2,50.0,3,0,3,1,3.9521709751085794,1,2.8049836100752703,1,001111110011110100101001011110
18,2,50.0,4,0,4,1,-0.6616876708305336,0,-0.3020608023693907,0,001111110011110100101001011110
18,2,50.0,5,1,0,1,0.5563031797478108,1,-1.923026074344788,0,001111110011110100101001011110
18,2,50.0,6,1,1,1,3.171505994558771,1,2.722553457328375,1,001111110011110100101001011110
18,2,50.0,7,1,2,1,3.90597969585348,1,3.279462978321377,1,001111110011110100101001011110
18,2,50.0,8,1,3,0,-4.98282714552347,0,-4.77895673807068,0,001111110011110100101001011110
18,2,50.0,9,1,4,0,-5.873043961288428,0,-6.11245782526688,0,001111110011110100101001011110
18,2,50.0,10,2,0,1,0.4334542614165702,1,-0.6070323461164262,0,001111110011110100101001011110
18,2,50.0,11,2,1,1,2.0514346936478605,1,1.7657894813614974,1,001111110011110100101001011110
18,2,50.0,12,2,2,1,1.0977063880367548,1,-0.4900201360782277,0,001111110011110100101001011110
18,2,50.0,13,2,3,1,-1.8236431932838486,0,-3.498719036822902,0,001111110011110100101001011110
18,2,50.0,14,2,4,0,-3.0113049936232263,0,-2.0262607115482156,0,001111110011110100101001011110
18,2,50.0,15,3,0,1,5.674902641829622,1,5.442375196954114,1,001111110011110100101001011110
18,2,50.0,16,3,1,0,-4.916661483532431,0,-4.024655680054835,0,001111110011110100101001011110
18,2,50.0,17,3,2,0,-1.1436543082191761,0,-2.189972247776895,0,001111110011110100101001011110
18,2,50.0,18,3,3,1,0.9804517332464371,1,1.2045680566848118,1,001111110011110100101001011110
18,2,50.0,19,3,4,0,2.6873896099148333,1,3.7795871576150093,1,001111110011110100101001011110
18,2,50.0,20,4,0,1,3.2363408831710094,1,2.9567418466151416,1,001111110011110100101001011110
18,2,50.0,21,4,1,0,-0.6906473502333879,0,0.4495158351769225,1,001111110011110100101001011110
18,2,50.0,22,4,2,0,-2.230498679077532,0,-1.678393735618398,0,001111110011110100101001011110
18,2,50.0,23,4,3,1,0.6947617866803866,1,4.651793912045051,1,001111110011110100101001011110
18,2,50.0,24,4,4,0,0.043949848542675696,1,-0.6003617754065611,0,001111110011110100101001011110
18,2,50.0,25,5,0,1,-2.3995707721981216,0,-3.047950911535412,0,001111110011110100101001011110
18,2,50.0,26,5,1,1,1.9879372338634405,1,2.1921359522080284,1,001111110011110100101001011110
18,2,50.0,27,5,2,1,-0.23026139179537797,0,-1.1413824768648884,0,001111110011110100101001011110
18,2,50.0,28,5,3,1,3.7724562758810527,1,3.2454555065236783,1,001111110011110100101001011110
18,2,50.0,29,5,4,0,0.55696018017013,1,-0.007078468882168454,0,001111110011110100101001011110
18,2,50.0,30,6,0,1,2.75727708347937,1,0.7884873077145795,1,001111110011110100101001011110
18,2,50.0,31,6,1,0,-1.3104700327061116,0,-0.816074399426949,0,001111110011110100101001011110
18,2,50.0,32,6,2,0,-2.628568323877013,0,-1.113851169823188,0,001111110011110100101001011110
18,2,50.0,33,6,3,0,-4.071181209938948,0,-2.685455951347692,0,001111110011110100101001011110
18,2,50.0,34,6,4,1,2.033441352473126,1,2.940229857391529,1,001111110011110100101001011110
18,2,50.0,35,7,0,1,3.7420396229820807,1,5.471780610789298,1,001111110011110100101001011110
18,2,50.0,36,7,1,1,1.2116474492032063,1,1.0945622152209495,1,001111110011110100101001011110
18,2,50.0,37,7,2,0,-0.9834322741683041,0,-3.9257164474592074,0,001111110011110100101001011110
18,2,50.0,38,7,3,1,1.7081586621008102,1,1.7261722055516908,1,001111110011110100101001011110
18,2,50.0,39,7,4,1,0.3970257613931125,1,2.2444070247032757,1,001111110011110100101001011110
18,2,50.0,40,8,0,0,0.2592827694032003,1,0.1525035357732969,1,001111110011110100101001011110
18,2,50.0,41,8,1,1,4.172028300610157,1,3.2651816632341406,1,001111110011110100101001011110
18,2,50.0,42,8,2,1,3.520854109838066,1,4.285677875847274,1,001111110011110100101001011110
18,2,50.0,43,8,3,0,-1.074099807909361,0,0.5603098422162148,1,001111110011110100101001011110
18,2,50.0,44,8,4,0,1.7367953605062023,1,1.500377080228904,1,001111110011110100101001011110
18,2,50.0,45,9,0,0,-1.6803523888847125,0,-0.8139977087317025,0,001111110011110100101001011110
18,2,50.0,46,9,1,0,-2.3656307957880727,0,-2.8399399299560946,0,001111110011110100101001011110
18,2,50.0,47,9,2,0,0.369844952006146,1,-0.2913955300858034,0,001111110011110100101001011110
18,2,50.0,48,9,3,1,1.190465421941127,1,1.475712338858451,1,001111110011110100101001011110
18,2,50.0,49,9,4,0,-3.253123778198197,0,-4.249348512589037,0,001111110011110100101001011110
18,2,50.0,50,10,0,1,3.9823383561176926,1,4.741528951151274,1,001111110011110100101001011110
18,2,50.0,51,10,1,1,4.899666080862291,1,3.0396681951064126,1,001111110011110100101001011110
18,2,50.0,52,10,2,0,-1.5103417456678656,0,-0.6900506851708386,0,001111110011110100101001011110
18,2,50.0,53,10,3,1,4.739026404189948,1,4.302079232863201,1,001111110011110100101001011110
18,2,50.0,54,10,4,0,-1.0215229454891626,0,-0.9987989308628152,0,001111110011110100101001011110
18,2,50.0,55,11,0,1,-0.7174032397708764,0,-0.7621668318484848,0,001111110011110100101001011110
18,2,50.0,56,11,1,1,1.841864857955458,1,2.64345510414155,1,001111110011110100101001011110
18,2,50.0,57,11,2,0,-1.3114805442165047,0,-1.3945737070481585,0,001111110011110100101001011110
18,2,50.0,58,11,3,1,0.8714968682237341,1,0.5242036751020569,1,001111110011110100101001011110
18,2,50.0,59,11,4,0,-4.7539216734586125,0,-3.909009466168345,0,001111110011110100101001011110
18,2,50.0,60,12,0,0,-3.267762834201145,0,-3.1437503431614857,0,001111110011110100101001011110
18,2,50.0,61,12,1,1,-1.524191038752235,0,-1.5334413405856133,0,001111110011110100101001011110
18,2,50.0,62,12,2,1,-3.390375663504739,0,-1.2572490710574868,0,001111110011110100101001011110
18,2,50.0,63,12,3,0,-1.9320511598270849,0,-0.726919699117627,0,001111110011110100101001011110
18,2,50.0,64,12,4,1,6.906788946110624,1,4.503809548351461,1,001111110011110100101001011110
18,2,50.0,65,13,0,1,7.111877244489592,1,3.4375080448188173,1,001111110011110100101001011110
18,2,50.0,66,13,1,1,3.364849198374243,1,2.191204418037655,1,001111110011110100101001011110
18,2,50.0,67,13,2,1,4.953452430462796,1,1.2828554562481855,1,001111110011110100101001011110
18,2,50.0,68,13,3,1,1.3557669903745617,1,2.706546580177492,1,001111110011110100101001011110
18,2,50.0,69,13,4,1,3.604125806213659,1,0.4001010734497794,1,001111110011110100101001011110
18,2,50.0,70,14,0,0,1.7678034265535114,1,1.4007690782163498,1,001111110011110100101001011110
18,2,50.0,71,14,1,1,0.6936299616744778,1,-0.18941721502254416,0,001111110011110100101001011110
18,2,50.0,72,14,2,1,3.166957374424311,1,2.314332876332837,1,001111110011110100101001011110
18,2,50.0,73,14,3,1,-1.756665870761369,0,-0.6322222602325384,0,001111110011110100101001011110
18,2,50.0,74,14,4,1,5.735716097887906,1,5.5924325264948305,1,001111110011110100101001011110
18,2,50.0,75,15,0,0,2.824916485897708,1,2.295837133534495,1,001111110011110100101001011110
18,2,50.0,76,15,1,1,1.9404416132890552,1,2.810259563064561,1,001111110011110100101001011110
18,2,50.0,77,15,2,1,5.031192518744765,1,3.9327117596575714,1,001111110011110100101001011110
18,2,50.0,78,15,3,1,4.720670455527405,1,3.8175273301616555,1,001111110011110100101001011110
18,2,50.0,79,15,4,1,-3.1797214718247995,0,-0.9031010172963088,0,001111110011110100101001011110
18,2,50.0,80,16,0,0,1.7473855990899492,1,0.9161332174219183,1,001111110011110100101001011110
18,2,50.0,81,16,1,0,2.30900425592184,1,-0.8755310190975776,0,001111110011110100101001011110
18,2,50.0,82,16,2,1,4.313104878981357,1,2.5968185732875657,1,001111110011110100101001011110
18,2,50.0,83,16,3,0,1.8737917985601769,1,1.2677625557388208,1,001111110011110100101001011110
18,2,50.0,84,16,4,1,1.9990059846918948,1,3.303340013741786,1,001111110011110100101001011110
18,2,50.0,85,17,0,0,-0.08398482801521823,0,-0.11148728457942059,0,001111110011110100101001011110
18,2,50.0,86,17,1,0,-4.245071777875296,0,-3.450498694067961,0,001111110011110100101001011110
18,2,50.0,87,17,2,0,-3.8612384141171203,0,-2.391918840157813,0,001111110011110100101001011110
18,2,50.0,88,17,3,1,6.198390201379937,1,3.0812152841525884,1,001111110011110100101001011110
18,2,50.0,89,17,4,1,-0.9976395897231916,0,-0.8256509613392536,0,001111110011110100101001011110
